<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.10.27	16:20:00	51190	51365	51060	51110	3485	9856	5
2014.10.27	16:30:00	51115	51185	50875	50960	3870	10208	5
2014.10.27	16:40:00	50955	51090	50955	51065	1925	4869	5
2014.10.27	16:50:00	51060	51125	50750	50895	3914	12241	5
2014.10.27	17:00:00	50905	51075	50880	50900	2265	7094	5
2014.10.27	17:10:00	50910	51035	50730	50740	1914	5288	5
2014.10.27	17:20:00	50740	50835	50710	50790	1106	3107	5
2014.10.27	17:30:00	50785	50890	50745	50810	1278	3716	5
2014.10.27	17:40:00	50830	50995	50815	50990	998	3220	5
2014.10.27	17:50:00	50980	51295	50950	51295	832	3967	5
2014.10.28	09:00:00	51470	51850	51465	51705	1916	4303	5
2014.10.28	09:10:00	51720	51785	51630	51725	1496	4191	5
2014.10.28	09:20:00	51725	51775	51565	51675	1856	5243	5
2014.10.28	09:30:00	51685	51720	51590	51665	827	1979	5
2014.10.28	09:40:00	51655	51815	51655	51730	1462	3639	5
2014.10.28	09:50:00	51730	51970	51635	51870	2698	7221	5
2014.10.28	10:00:00	51880	52170	51800	52095	2782	7288	5
2014.10.28	10:10:00	52090	52465	52080	52365	4769	12123	5
2014.10.28	10:20:00	52365	52370	52000	52155	3990	10519	5
2014.10.28	10:30:00	52160	52295	52050	52150	3071	7182	5
2014.10.28	10:40:00	52145	52155	51755	51775	4663	10844	5
2014.10.28	10:50:00	51775	52140	51765	52030	4123	9793	5
2014.10.28	11:00:00	52020	52165	51970	52055	2986	6758	5
2014.10.28	11:10:00	52055	52075	51700	51850	4664	10538	5
2014.10.28	11:20:00	51840	52140	51755	52140	4254	10351	5
2014.10.28	11:30:00	52125	52325	52125	52225	6345	15449	5
2014.10.28	11:40:00	52225	52280	52040	52080	5503	13061	5
2014.10.28	11:50:00	52080	52150	51950	51990	2694	6898	5
2014.10.28	12:00:00	52000	52065	51770	51810	3446	8814	5
2014.10.28	12:10:00	51810	52130	51795	52060	3841	9793	5
2014.10.28	12:20:00	52050	52085	51935	52035	2299	5620	5
2014.10.28	12:30:00	52035	52175	51975	52175	2160	5248	5
2014.10.28	12:40:00	52170	52240	52015	52080	2592	6016	5
2014.10.28	12:50:00	52080	52395	52075	52395	2642	6429	5
2014.10.28	13:00:00	52395	52545	52365	52400	4678	12084	5
2014.10.28	13:10:00	52395	52600	52325	52590	2487	5682	5
2014.10.28	13:20:00	52580	52665	52495	52500	2557	6077	5
2014.10.28	13:30:00	52505	52515	52220	52300	3711	9159	5
2014.10.28	13:40:00	52305	52435	52255	52355	2150	5288	5
2014.10.28	13:50:00	52360	52430	52295	52385	1735	3926	5
2014.10.28	14:00:00	52385	52425	52255	52270	2233	5401	5
2014.10.28	14:10:00	52270	52360	52260	52290	1354	3064	5
2014.10.28	14:20:00	52290	52550	52285	52490	2454	6051	5
2014.10.28	14:30:00	52495	52580	52370	52460	2501	6378	5
2014.10.28	14:40:00	52465	52470	52275	52315	2346	5670	5
2014.10.28	14:50:00	52310	52360	52240	52345	1862	4381	5
2014.10.28	15:00:00	52345	52405	52180	52275	3116	7700	5
2014.10.28	15:10:00	52280	52445	52235	52375	2340	5685	5
2014.10.28	15:20:00	52375	52405	52225	52320	2150	5181	5
2014.10.28	15:30:00	52315	52465	52255	52430	2431	5909	5
2014.10.28	15:40:00	52430	52595	52420	52515	3248	7637	5
2014.10.28	15:50:00	52510	52635	52475	52625	2591	6289	5
2014.10.28	16:00:00	52625	52830	52600	52815	3614	9388	5
2014.10.28	16:10:00	52820	52935	52760	52865	3440	8659	5
2014.10.28	16:20:00	52860	53070	52860	52985	4057	10369	5
2014.10.28	16:30:00	52990	53030	52860	52960	3869	10069	5
2014.10.28	16:40:00	52965	53045	52870	53010	2762	7167	5
2014.10.28	16:50:00	53015	53035	52775	52785	3516	9757	5
2014.10.28	17:00:00	52790	52985	52760	52940	2470	7290	5
2014.10.28	17:10:00	52950	52950	52810	52860	1725	4776	5
2014.10.28	17:20:00	52860	52980	52840	52915	1288	3526	5
2014.10.28	17:30:00	52910	52975	52835	52865	1161	3277	5
2014.10.28	17:40:00	52865	52865	52565	52605	1557	4689	5
2014.10.28	17:50:00	52600	52645	52400	52545	603	3047	5
2014.10.29	09:00:00	52000	52270	51915	52150	1084	2592	5
2014.10.29	09:10:00	52145	52215	52055	52190	1498	3879	5
2014.10.29	09:20:00	52190	52300	52020	52290	2185	5644	5
2014.10.29	09:30:00	52295	52340	52190	52210	1560	3836	5
2014.10.29	09:40:00	52215	52380	52195	52375	1198	2746	5
2014.10.29	09:50:00	52375	52400	52205	52355	1528	3440	5
2014.10.29	10:00:00	52370	52595	52290	52530	2799	7086	5
2014.10.29	10:10:00	52520	52905	52505	52525	5425	13649	5
2014.10.29	10:20:00	52520	52645	52375	52550	3909	9378	5
2014.10.29	10:30:00	52545	52575	52320	52345	3849	9062	5
2014.10.29	10:40:00	52340	52355	52130	52300	4797	11268	5
2014.10.29	10:50:00	52310	52570	52275	52385	3583	8350	5
2014.10.29	11:00:00	52395	52525	52255	52450	3788	8936	5
2014.10.29	11:10:00	52455	52615	52425	52460	3878	9094	5
2014.10.29	11:20:00	52460	52640	52450	52600	3160	7811	5
2014.10.29	11:30:00	52600	52735	52380	52545	5721	13425	5
2014.10.29	11:40:00	52540	52650	52300	52310	4133	9386	5
2014.10.29	11:50:00	52315	52490	52310	52425	3221	7390	5
2014.10.29	12:00:00	52435	52645	52400	52620	3231	7470	5
2014.10.29	12:10:00	52620	52665	52410	52415	3265	7617	5
2014.10.29	12:20:00	52425	52550	52385	52470	2128	4980	5
2014.10.29	12:30:00	52475	52600	52450	52575	1987	4454	5
2014.10.29	12:40:00	52575	52600	52450	52485	1883	4154	5
2014.10.29	12:50:00	52480	52530	52420	52470	1323	2915	5
2014.10.29	13:00:00	52475	52570	52435	52560	1199	2759	5
2014.10.29	13:10:00	52550	52625	52530	52595	1694	3962	5
2014.10.29	13:20:00	52595	52715	52550	52675	1770	4218	5
2014.10.29	13:30:00	52685	52690	52580	52615	1245	2752	5
2014.10.29	13:40:00	52620	52750	52615	52705	1667	3926	5
2014.10.29	13:50:00	52705	52730	52545	52585	1673	3883	5
2014.10.29	14:00:00	52580	52650	52515	52630	1993	4519	5
2014.10.29	14:10:00	52625	52640	52530	52535	1127	2450	5
2014.10.29	14:20:00	52535	52570	52430	52440	2036	4743	5
2014.10.29	14:30:00	52440	52475	52385	52420	2103	5299	5
2014.10.29	14:40:00	52425	52480	52320	52360	2533	6104	5
2014.10.29	14:50:00	52360	52435	52335	52375	1580	3751	5
2014.10.29	15:00:00	52375	52375	52205	52275	2739	7202	5
2014.10.29	15:10:00	52280	52310	52175	52200	1953	4731	5
2014.10.29	15:20:00	52195	52270	52090	52190	3145	8507	5
2014.10.29	15:30:00	52195	52275	51970	52065	3550	8176	5
2014.10.29	15:40:00	52065	52135	51960	52065	3588	8457	5
2014.10.29	15:50:00	52070	52200	52015	52150	1685	4162	5
2014.10.29	16:00:00	52140	52180	51705	51825	5209	13742	5
2014.10.29	16:10:00	51835	52045	51715	51770	4736	11395	5
2014.10.29	16:20:00	51770	52230	51740	52145	4622	11457	5
2014.10.29	16:30:00	52155	52160	51915	51975	4012	10104	5
2014.10.29	16:40:00	51975	52000	51730	51805	4118	10833	5
2014.10.29	16:50:00	51810	51885	51600	51630	3751	10069	5
2014.10.29	17:00:00	51640	51650	51340	51390	4643	14099	5
2014.10.29	17:10:00	51375	51445	51215	51330	2419	6511	5
2014.10.29	17:20:00	51330	51360	51155	51325	2070	5819	5
2014.10.29	17:30:00	51330	51675	51330	51620	2021	5392	5
2014.10.29	17:40:00	51620	51835	51570	51750	3077	8163	5
2014.10.29	17:50:00	51745	51840	51695	51840	629	2747	5
2014.10.30	09:00:00	52120	52400	52100	52395	1245	3746	5
2014.10.30	09:10:00	52375	52515	52265	52460	2764	6573	5
2014.10.30	09:20:00	52455	52485	52250	52285	1835	4784	5
2014.10.30	09:30:00	52285	52290	52080	52210	2640	6692	5
2014.10.30	09:40:00	52215	52310	52175	52230	1148	2724	5
2014.10.30	09:50:00	52230	52250	52030	52190	1988	4845	5
2014.10.30	10:00:00	52190	52430	52125	52355	2904	7096	5
2014.10.30	10:10:00	52360	52395	52225	52330	3533	8615	5
2014.10.30	10:20:00	52340	52570	52210	52520	3332	7751	5
2014.10.30	10:30:00	52475	52620	52340	52400	4409	10652	5
2014.10.30	10:40:00	52410	52580	52410	52515	3083	7051	5
2014.10.30	10:50:00	52520	52530	52260	52280	3183	7451	5
2014.10.30	11:00:00	52275	52430	52185	52365	3424	8301	5
2014.10.30	11:10:00	52365	52530	52320	52515	3110	7447	5
2014.10.30	11:20:00	52510	52750	52500	52600	4687	11241	5
2014.10.30	11:30:00	52600	52685	52415	52480	7350	18099	5
2014.10.30	11:40:00	52475	52500	52315	52385	4451	10271	5
2014.10.30	11:50:00	52385	52580	52290	52380	5049	11311	5
2014.10.30	12:00:00	52390	52600	52345	52440	5955	13590	5
2014.10.30	12:10:00	52435	52655	52400	52630	3001	6481	5
2014.10.30	12:20:00	52620	52840	52540	52780	4380	10423	5
2014.10.30	12:30:00	52770	52825	52640	52720	2773	6735	5
2014.10.30	12:40:00	52715	52915	52670	52805	3396	8267	5
2014.10.30	12:50:00	52805	52845	52730	52840	2639	5785	5
2014.10.30	13:00:00	52835	52870	52750	52815	1999	4710	5
2014.10.30	13:10:00	52820	52865	52690	52780	2215	4847	5
2014.10.30	13:20:00	52780	52820	52635	52705	2429	5591	5
2014.10.30	13:30:00	52705	52825	52575	52755	2397	5519	5
2014.10.30	13:40:00	52765	52880	52685	52695	2284	5231	5
2014.10.30	13:50:00	52700	52800	52670	52720	1754	4092	5
2014.10.30	14:00:00	52725	52855	52710	52850	1877	4109	5
2014.10.30	14:10:00	52855	52915	52790	52835	2209	4720	5
2014.10.30	14:20:00	52835	52865	52755	52810	2099	4809	5
2014.10.30	14:30:00	52810	52885	52740	52805	1900	4184	5
2014.10.30	14:40:00	52795	52830	52685	52710	1896	4071	5
2014.10.30	14:50:00	52705	52795	52680	52730	1937	4017	5
2014.10.30	15:00:00	52735	52980	52720	52970	4293	9619	5
2014.10.30	15:10:00	52970	52995	52855	52930	3561	8059	5
2014.10.30	15:20:00	52935	53025	52905	52915	3026	7000	5
2014.10.30	15:30:00	52920	53065	52890	53060	2599	6040	5
2014.10.30	15:40:00	53055	53180	53010	53115	3745	8992	5
2014.10.30	15:50:00	53120	53220	53055	53135	3197	7737	5
2014.10.30	16:00:00	53130	53205	53070	53100	2596	5984	5
2014.10.30	16:10:00	53100	53170	52975	53000	2792	7006	5
2014.10.30	16:20:00	52995	53095	52880	52995	4007	9710	5
2014.10.30	16:30:00	52985	53000	52860	52935	3151	7444	5
2014.10.30	16:40:00	52930	52955	52805	52820	2062	4772	5
2014.10.30	16:50:00	52825	52945	52815	52875	2535	6266	5
2014.10.30	17:00:00	52880	52930	52850	52875	2081	5650	5
2014.10.30	17:10:00	52885	52965	52880	52915	1667	4206	5
2014.10.30	17:20:00	52915	52985	52885	52910	1253	3054	5
2014.10.30	17:30:00	52900	52915	52740	52805	2251	5627	5
2014.10.30	17:40:00	52815	52885	52715	52850	1172	3255	5
2014.10.30	17:50:00	52850	52900	52780	52900	509	2460	5
2014.10.31	09:00:00	53720	53735	53510	53615	1444	4330	5
2014.10.31	09:10:00	53605	53675	53570	53675	897	2458	5
2014.10.31	09:20:00	53680	53730	53600	53635	1024	2757	5
2014.10.31	09:30:00	53640	53650	53520	53570	1604	3823	5
2014.10.31	09:40:00	53570	53685	53560	53640	1170	2554	5
2014.10.31	09:50:00	53640	53650	53510	53620	1528	3943	5
2014.10.31	10:00:00	53630	53635	53235	53250	5667	14805	5
2014.10.31	10:10:00	53240	53380	53180	53295	3017	7600	5
2014.10.31	10:20:00	53295	53350	53135	53340	2358	6494	5
2014.10.31	10:30:00	53330	53390	53200	53340	3297	8192	5
2014.10.31	10:40:00	53340	53475	53235	53440	3041	7351	5
2014.10.31	10:50:00	53440	53485	53330	53420	2517	5459	5
2014.10.31	11:00:00	53425	53500	53025	53160	6911	16258	5
2014.10.31	11:10:00	53170	53310	53115	53305	2837	6737	5
2014.10.31	11:20:00	53310	53370	53180	53265	2921	6735	5
2014.10.31	11:30:00	53260	53435	53160	53350	6105	13611	5
2014.10.31	11:40:00	53360	53675	53295	53620	5721	13590	5
2014.10.31	11:50:00	53620	53770	53560	53645	4138	9245	5
2014.10.31	12:00:00	53645	53815	53610	53630	4143	9223	5
2014.10.31	12:10:00	53630	53940	53600	53915	4774	10797	5
2014.10.31	12:20:00	53915	53945	53785	53855	3018	6985	5
2014.10.31	12:30:00	53855	53955	53800	53885	2915	7433	5
2014.10.31	12:40:00	53880	54040	53875	53955	2632	6516	5
2014.10.31	12:50:00	53960	54020	53875	53970	2554	5921	5
2014.10.31	13:00:00	53970	54080	53930	53970	2801	6430	5
2014.10.31	13:10:00	53970	53990	53860	53930	2133	4412	5
2014.10.31	13:20:00	53920	53950	53880	53925	1146	2653	5
2014.10.31	13:30:00	53930	53965	53865	53870	1123	2432	5
2014.10.31	13:40:00	53870	53945	53820	53910	1826	4261	5
2014.10.31	13:50:00	53915	53980	53895	53905	1211	2586	5
2014.10.31	14:00:00	53910	53955	53790	53860	2195	4865	5
2014.10.31	14:10:00	53860	53865	53660	53685	3767	8984	5
2014.10.31	14:20:00	53685	53710	53545	53610	3242	7701	5
2014.10.31	14:30:00	53605	53750	53560	53680	2542	5943	5
2014.10.31	14:40:00	53680	53855	53650	53830	2360	5359	5
2014.10.31	14:50:00	53840	53870	53695	53785	2407	5314	5
2014.10.31	15:00:00	53795	54140	53790	54060	6143	13889	5
2014.10.31	15:10:00	54065	54385	54065	54360	5123	12502	5
2014.10.31	15:20:00	54365	54510	54310	54465	4388	11018	5
2014.10.31	15:30:00	54455	54530	54360	54480	3360	8384	5
2014.10.31	15:40:00	54480	54530	54365	54440	2624	6410	5
2014.10.31	15:50:00	54440	54745	54435	54530	5418	13321	5
2014.10.31	16:00:00	54525	54625	54500	54605	2712	6083	5
2014.10.31	16:10:00	54600	54620	54430	54440	2937	6430	5
2014.10.31	16:20:00	54450	54785	54405	54670	4915	11354	5
2014.10.31	16:30:00	54670	54830	54590	54820	4297	9615	5
2014.10.31	16:40:00	54820	54950	54775	54890	3612	8436	5
2014.10.31	16:50:00	54895	55335	54870	55305	5971	16318	5
2014.10.31	17:00:00	55315	55435	55250	55335	5336	13948	5
2014.10.31	17:10:00	55325	55375	55180	55190	3162	7878	5
2014.10.31	17:20:00	55185	55275	54975	55175	5325	13503	5
2014.10.31	17:30:00	55170	55185	55070	55115	1182	3185	5
2014.10.31	17:40:00	55105	55255	55100	55240	1074	2946	5
2014.10.31	17:50:00	55240	55330	55205	55325	935	3890	5
2014.11.03	09:00:00	54900	55105	54805	55035	1239	2935	5
2014.11.03	09:10:00	55015	55060	54745	54970	1670	3740	5
2014.11.03	09:20:00	54960	55035	54835	54945	926	2147	5
2014.11.03	09:30:00	54940	54975	54765	54815	975	2290	5
2014.11.03	09:40:00	54815	54830	54660	54725	1365	3374	5
2014.11.03	09:50:00	54725	54915	54625	54905	1448	3461	5
2014.11.03	10:00:00	54900	54945	54555	54605	2247	5719	5
2014.11.03	10:10:00	54610	54850	54530	54770	2497	6044	5
2014.11.03	10:20:00	54770	54810	54420	54440	2175	5527	5
2014.11.03	10:30:00	54445	54550	54330	54510	2288	5780	5
2014.11.03	10:40:00	54515	54520	54200	54225	3087	7225	5
2014.11.03	10:50:00	54210	54260	53740	54200	3983	11256	5
2014.11.03	11:00:00	54190	54290	54145	54215	2092	4733	5
2014.11.03	11:10:00	54205	54260	54025	54185	2461	5777	5
2014.11.03	11:20:00	54195	54420	54135	54335	2994	7181	5
2014.11.03	11:30:00	54335	54470	54120	54185	3086	7958	5
2014.11.03	11:40:00	54185	54330	54035	54070	1980	4647	5
2014.11.03	11:50:00	54070	54325	54040	54265	2192	5353	5
2014.11.03	12:00:00	54270	54400	54270	54370	1939	4690	5
2014.11.03	12:10:00	54380	54430	54165	54185	2782	7020	5
2014.11.03	12:20:00	54185	54485	54185	54455	3421	7845	5
2014.11.03	12:30:00	54450	54590	54355	54465	4747	11119	5
2014.11.03	12:40:00	54465	54520	54150	54165	3764	8040	5
2014.11.03	12:50:00	54170	54345	54075	54290	3610	7895	5
2014.11.03	13:00:00	54300	54440	54150	54245	4725	9960	5
2014.11.03	13:10:00	54245	54365	54135	54200	3431	7607	5
2014.11.03	13:20:00	54210	54255	53945	54010	3493	8453	5
2014.11.03	13:30:00	54010	54150	53920	54130	2846	6753	5
2014.11.03	13:40:00	54135	54200	54040	54110	2268	5230	5
2014.11.03	13:50:00	54110	54195	53985	54130	2764	6634	5
2014.11.03	14:00:00	54135	54180	53775	53790	4145	10335	5
2014.11.03	14:10:00	53790	53880	53700	53745	3498	9318	5
2014.11.03	14:20:00	53745	54000	53740	53900	3244	8121	5
2014.11.03	14:30:00	53905	54035	53865	53890	2562	6279	5
2014.11.03	14:40:00	53895	53990	53825	53900	2214	5484	5
2014.11.03	14:50:00	53895	53950	53830	53855	1902	4630	5
2014.11.03	15:00:00	53850	53970	53785	53955	2107	4871	5
2014.11.03	15:10:00	53960	54030	53915	53985	2406	5795	5
2014.11.03	15:20:00	53995	54080	53895	54005	2395	5363	5
2014.11.03	15:30:00	54005	54010	53825	53860	2883	6704	5
2014.11.03	15:40:00	53870	53980	53855	53940	2120	4988	5
2014.11.03	15:50:00	53945	53960	53770	53830	4096	9822	5
2014.11.03	16:00:00	53835	53865	53640	53735	4027	10018	5
2014.11.03	16:10:00	53740	53760	53625	53635	2237	5373	5
2014.11.03	16:20:00	53635	53815	53610	53790	2558	5999	5
2014.11.03	16:30:00	53790	54010	53780	53995	4703	11825	5
2014.11.03	16:40:00	54000	54170	53925	54120	4417	10531	5
2014.11.03	16:50:00	54120	54195	53875	54155	5167	12696	5
2014.11.03	17:00:00	54145	54540	54145	54430	6747	19466	5
2014.11.03	17:10:00	54430	54530	54285	54325	3190	8100	5
2014.11.03	17:20:00	54325	54445	54260	54375	2854	7186	5
2014.11.03	17:30:00	54375	54500	54345	54475	1132	3323	5
2014.11.03	17:40:00	54475	54660	54435	54585	1091	3197	5
2014.11.03	17:50:00	54585	54590	54485	54485	545	2738	5
2014.11.04	09:00:00	54585	54700	54430	54575	1170	2676	5
2014.11.04	09:10:00	54565	54915	54565	54890	2352	5657	5
2014.11.04	09:20:00	54880	54890	54710	54745	1503	3478	5
2014.11.04	09:30:00	54735	54790	54500	54650	2712	6194	5
2014.11.04	09:40:00	54650	54820	54620	54670	2043	4686	5
2014.11.04	09:50:00	54680	54955	54655	54900	2584	6962	5
2014.11.04	10:00:00	54900	54990	54775	54920	2967	7646	5
2014.11.04	10:10:00	54930	54955	54715	54875	2635	6744	5
2014.11.04	10:20:00	54880	54910	54795	54845	952	2328	5
2014.11.04	10:30:00	54830	54840	54315	54495	5083	13135	5
2014.11.04	10:40:00	54485	54540	54260	54355	2784	6691	5
2014.11.04	10:50:00	54350	54460	54280	54300	2765	6735	5
2014.11.04	11:00:00	54295	54330	54060	54140	3560	9687	5
2014.11.04	11:10:00	54145	54295	54125	54225	2330	5470	5
2014.11.04	11:20:00	54220	54230	53945	54085	3913	9353	5
2014.11.04	11:30:00	54085	54310	54010	54290	2802	6382	5
2014.11.04	11:40:00	54290	54555	54255	54525	4346	10403	5
2014.11.04	11:50:00	54530	54590	54390	54515	3303	7392	5
2014.11.04	12:00:00	54505	54850	54505	54770	5211	12201	5
2014.11.04	12:10:00	54780	54905	54640	54655	3607	8789	5
2014.11.04	12:20:00	54655	54770	54530	54630	3841	8959	5
2014.11.04	12:30:00	54635	54650	54345	54420	6651	15762	5
2014.11.04	12:40:00	54420	54470	54255	54345	3655	8375	5
2014.11.04	12:50:00	54345	54345	54080	54245	4062	9651	5
2014.11.04	13:00:00	54235	54310	54040	54160	3400	7584	5
2014.11.04	13:10:00	54155	54225	54045	54180	3183	7138	5
2014.11.04	13:20:00	54175	54295	54155	54195	3504	8285	5
2014.11.04	13:30:00	54200	54210	53980	54140	3682	8153	5
2014.11.04	13:40:00	54135	54180	54040	54125	2214	4900	5
2014.11.04	13:50:00	54125	54215	54060	54100	2480	5253	5
2014.11.04	14:00:00	54100	54200	54025	54100	2554	5809	5
2014.11.04	14:10:00	54100	54175	54070	54125	1673	4022	5
2014.11.04	14:20:00	54120	54245	54060	54145	2998	6992	5
2014.11.04	14:30:00	54145	54195	54100	54190	1437	3332	5
2014.11.04	14:40:00	54190	54500	54165	54415	4670	11401	5
2014.11.04	14:50:00	54415	54600	54375	54475	3393	8399	5
2014.11.04	15:00:00	54465	54635	54435	54605	2769	6558	5
2014.11.04	15:10:00	54615	54665	54535	54620	2875	6323	5
2014.11.04	15:20:00	54615	54650	54450	54515	3433	7847	5
2014.11.04	15:30:00	54515	54560	54455	54495	1860	4423	5
2014.11.04	15:40:00	54495	54610	54440	54525	2695	6208	5
2014.11.04	15:50:00	54530	54675	54465	54665	2940	6977	5
2014.11.04	16:00:00	54665	54765	54655	54670	3258	7943	5
2014.11.04	16:10:00	54665	54670	54480	54560	3394	8127	5
2014.11.04	16:20:00	54570	54755	54540	54700	3070	7073	5
2014.11.04	16:30:00	54705	54845	54620	54815	3335	8120	5
2014.11.04	16:40:00	54810	54930	54800	54905	3137	7687	5
2014.11.04	16:50:00	54910	55230	54875	55150	6021	15002	5
2014.11.04	17:00:00	55140	55165	54815	54870	4088	10786	5
2014.11.04	17:10:00	54870	54970	54820	54855	2582	6050	5
2014.11.04	17:20:00	54850	54925	54800	54825	1631	3753	5
2014.11.04	17:30:00	54825	54845	54650	54700	2420	6268	5
2014.11.04	17:40:00	54705	54740	54550	54580	2042	5188	5
2014.11.04	17:50:00	54570	54580	54435	54435	1224	4278	5
2014.11.05	09:00:00	54500	54550	53950	54110	2115	5014	5
2014.11.05	09:10:00	54110	54190	54005	54145	1578	3770	5
2014.11.05	09:20:00	54150	54260	54135	54190	1225	2555	5
2014.11.05	09:30:00	54185	54205	54060	54080	1417	3508	5
2014.11.05	09:40:00	54070	54290	54065	54200	1447	3096	5
2014.11.05	09:50:00	54205	54320	54140	54265	1390	3304	5
2014.11.05	10:00:00	54275	54335	54130	54205	2334	5988	5
2014.11.05	10:10:00	54215	54430	54200	54390	2677	6841	5
2014.11.05	10:20:00	54395	54500	54370	54435	1461	3753	5
2014.11.05	10:30:00	54430	54630	54410	54470	2363	6116	5
2014.11.05	10:40:00	54470	54785	54440	54625	3457	8521	5
2014.11.05	10:50:00	54630	54645	54260	54345	3230	7869	5
2014.11.05	11:00:00	54350	54425	54215	54395	2720	6712	5
2014.11.05	11:10:00	54390	54560	54270	54510	3181	7201	5
2014.11.05	11:20:00	54510	54575	54430	54510	1899	4457	5
2014.11.05	11:30:00	54505	54565	54450	54495	1679	3957	5
2014.11.05	11:40:00	54495	54700	54490	54640	1794	3988	5
2014.11.05	11:50:00	54635	54755	54550	54580	2257	5576	5
2014.11.05	12:00:00	54580	54665	54510	54615	1942	4640	5
2014.11.05	12:10:00	54620	54695	54570	54580	1587	3913	5
2014.11.05	12:20:00	54585	54600	54295	54390	4144	8984	5
2014.11.05	12:30:00	54400	54400	54150	54240	5342	12317	5
2014.11.05	12:40:00	54230	54375	54160	54285	2579	6014	5
2014.11.05	12:50:00	54280	54325	54110	54155	2210	4989	5
2014.11.05	13:00:00	54155	54265	54110	54245	2829	6396	5
2014.11.05	13:10:00	54250	54290	54130	54215	2449	5701	5
2014.11.05	13:20:00	54220	54300	54165	54295	1878	4279	5
2014.11.05	13:30:00	54290	54320	54170	54250	2397	5808	5
2014.11.05	13:40:00	54250	54400	54240	54325	2614	6072	5
2014.11.05	13:50:00	54325	54445	54295	54445	2653	6447	5
2014.11.05	14:00:00	54450	54480	54160	54295	3810	8628	5
2014.11.05	14:10:00	54290	54430	54250	54335	2535	5759	5
2014.11.05	14:20:00	54345	54350	54185	54295	2566	5909	5
2014.11.05	14:30:00	54295	54430	54285	54400	2468	5871	5
2014.11.05	14:40:00	54410	54530	54380	54475	3610	8316	5
2014.11.05	14:50:00	54475	54505	54365	54455	1757	4230	5
2014.11.05	15:00:00	54460	54495	54375	54430	1822	3998	5
2014.11.05	15:10:00	54430	54475	54345	54370	1920	4343	5
2014.11.05	15:20:00	54370	54390	54240	54270	2281	4964	5
2014.11.05	15:30:00	54260	54355	54250	54310	1786	3886	5
2014.11.05	15:40:00	54310	54330	54255	54295	1376	3023	5
2014.11.05	15:50:00	54295	54310	54215	54285	2542	5445	5
2014.11.05	16:00:00	54285	54495	54255	54495	2867	6530	5
